Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,20.0
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5
Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85
Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,23.91
Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36
Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65
Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6.0
Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25
Nissan Micra Active XV,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25
Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9
Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.0
Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49
Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.25
Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5
Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8
Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5
Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95
Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36
Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67
Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68
Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46
BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08
Maruti Alto K10 LXI CNG Optional,Kochi,2018,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.51
Maruti Wagon R CNG LXI,Delhi,2014,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,3.25
Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02
Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.95
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.84
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,21.73
Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,31.55
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,27.36
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.65
Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,2.25
Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,20.0,1196.0,63.0,5.0,3.72
Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.45
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.08
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.0
Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,24.77
Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,13.0
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,26.5
Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95
Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.7
Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.5
Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,2.5
Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.65
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956.0,170.0,5.0,17.5
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.34
Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5.9
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,27.0
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,48.0
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.65
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29
Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.8
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5.65
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.75
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.85
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.5
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,8.9
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.61
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,9.25
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,9.25
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.15
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,3.75
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.25
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.4
Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,4.5
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.3
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21.26
Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,11.5
Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,12.46
Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.1
Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.3
Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461.0,83.14,5.0,5.8
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0
Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.0
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.2
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.77
Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.15,1198.0,82.0,6.0,6.25
Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,39.84
Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5.74
BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0
Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.9
Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.46
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.22
Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.24,2755.0,174.5,7.0,10.64
Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.95
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,6.99
Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6,2179.0,153.86,7.0,14.25
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.3
Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89,1197.0,81.8,5.0,5.5
Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.27
BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,16.5
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,50.97
BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,29.95
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,9.99
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.25
Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,5.45
Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.25
BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,14.2
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.87
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.39
Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0
Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,70.66
Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.25
Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18
Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,4.11
Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.97
Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4.5
Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248.0,88.7,5.0,5.85
Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.15
Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,41.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.0
Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,8.7
Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.9
Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,5.77
BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11.5
Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.95
Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,16.45
Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.7
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,20.75
Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56,1462.0,103.25,5.0,8.25
Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36,2755.0,171.5,7.0,19.0
Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1,1956.0,170.0,5.0,17.55
Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0
Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,8.25
Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498.0,97.6,5.0,4.69
Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,4.95
Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.2
Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,24.5
Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,11.25
Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.05,2894.0,444.0,4.0,40.5
BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,22.45
Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33,2993.0,255.0,5.0,160.0
Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.61
Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.16,2487.0,175.67,5.0,26.11
Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.5
Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,16.81
Maruti Wagon R VXI,Pune,2014,38958,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.41
Datsun redi-GO S,Chennai,2016,26239,Petrol,Manual,First,22.7,799.0,53.0,5.0,2.75
Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.24,2755.0,174.5,7.0,35.82
Honda BR-V i-VTEC S MT,Bangalore,2016,34004,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.02
Maruti Wagon R CNG LXI,Mumbai,2014,47200,CNG,Manual,First,33.54,998.0,67.04,5.0,2.85
Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.4,1248.0,73.75,5.0,6.67
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.5
Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Petrol,Manual,Second,15.8,1591.0,121.3,5.0,11.31
Datsun redi-GO T Option,Kochi,2018,6279,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.6
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,Diesel,Manual,First,20.5,1582.0,126.2,5.0,11.45
Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.37
Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,8.2
Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,5.49
Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,7.7
Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0,1591.0,121.3,5.0,7.75
Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.93
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,32.73
Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,21.66
Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.99
Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.5,1199.0,88.76,5.0,3.15
Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.31
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,17.85
Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.6
Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.45
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.85
Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.56
Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.0
BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,29.0
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.87
Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7.75
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.68,2393.0,147.8,8.0,21.42
Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.13,1498.0,108.4,5.0,4.1
Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.0
Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,6.7
Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.45
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.8
Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.66
Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0,4951.0,395.0,4.0,56.8
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.4
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.99
Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,27.4,1498.0,98.6,5.0,3.3
Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.5
Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,15.5
Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,3.4
Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,7.97
Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.55
Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.75
Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,16.42
Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,65.0
Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,3.95
BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.5
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.27
BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,27.0
Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.8
Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.16
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,11.5
Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0
Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.75
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,36.64
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.43
Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.0
