Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.9
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.59
Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.64
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.64
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755.0,174.5,7.0,28.85
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.75
Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.5
Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,Manual,First,17.0,1591.0,121.3,5.0,11.88
Nissan Micra Active XV,Pune,2018,24000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.0
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.64,1498.0,108.5,5.0,2.9
Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.85
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,42.0
Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.28
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,30.0
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,10.8
Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,24.0
BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,37.92
Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,7.25
Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.66
Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.25
Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.46
BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8
Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,43.0
Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,0.7
Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62
Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4
Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85
Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95
Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25
Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7
Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37
Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,24.37
Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6.0
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3
Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,5.0
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.9
Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,8.86
Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,7.9
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582.0,126.2,5.0,16.27
BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,48.0
Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,18.9
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,4.91
BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.57
Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,68.0
Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.4
Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,56.14
Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,15.0
Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.05
Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.75
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.88
Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.78
Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.5
Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.1
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,5.5
Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.34
Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,49.0
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,60.75
Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,2.65
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.27
Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.4
Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.0
Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.77
BMW 5 Series 530d M Sport,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,11.75
Maruti Celerio CNG VXI MT,Delhi,2015,64687,CNG,Manual,First,31.79,998.0,58.33,5.0,3.8
Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.52
Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.26
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,5.25
Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999.0,67.0,5.0,4.99
Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.41
Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523.0,62.1,7.0,8.14
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,8.45
BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,12.5
Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.69
Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,12.13
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497.0,121.36,5.0,8.75
Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.23
Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,First,22.54,1582.0,126.2,5.0,7.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9
Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364.0,67.06,5.0,4.9
Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.69
Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.98
Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,Petrol,Manual,First,17.0,1198.0,73.75,5.0,6.69
Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5
Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.63
Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.78
Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.8
Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.49
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.3
Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.15
BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0
Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,4.5
Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.9
Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,35.5
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,First,24.0,1186.0,73.97,5.0,6.28
Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.7
Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.9
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.25
BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,29.5
Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,10.9
Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3
Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.6
Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.75
Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.4
Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.21
Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,4.2
Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5
Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.15
Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.7
Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2.25
Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8.49
Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,5.5
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11.99
BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,29.99
Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.25
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.25
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.2
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.46
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,3.9
Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,3.65
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.0
Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.85
BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11.5
Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.5
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582.0,126.2,5.0,13.82
Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,6.0
Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.55
Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,61.25
Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,28.95
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.57
Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,4.6
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18.36
Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993.0,255.0,5.0,64.75
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,30.37
Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,5.09
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,21.33
BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.84
Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,3.0
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,6.75
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,30.85
Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,4.0
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,6.25
Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,5.5
Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,17.08
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,4.25
Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,7.9
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,5.65
Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.2
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,10.0
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75
Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.39
Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.75
Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5
Honda City i-VTEC CVT V,Kochi,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.66
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,Petrol,Manual,First,18.15,1198.0,82.0,6.0,5.5
Honda City i-VTEC V,Kochi,2018,11732,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.07
Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.95
Volvo S60 D4 Momentum,Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,21.5
Honda Brio 1.2 S Option MT,Delhi,2012,40315,Petrol,Manual,First,18.5,1198.0,86.8,5.0,2.75
Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6.94
Nissan Terrano XL D Option,Kochi,2015,58817,Diesel,Manual,First,19.87,1461.0,83.14,5.0,6.25
Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199.0,84.0,5.0,4.8
Renault KWID RXL,Kochi,2019,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.8
Honda Amaze VX Petrol,Mumbai,2014,21000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,4.75
Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.0
Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,9.66
Maruti Celerio VXI AMT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.8
Renault KWID RXT Optional,Kochi,2017,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.7
Nissan Micra XV CVT,Coimbatore,2017,54387,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,5.85
Renault KWID RXT Optional,Mumbai,2018,1617,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.29
Honda City i-DTEC SV,Hyderabad,2015,82000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,8.0
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.07
Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,8.25
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,25.75
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.44
Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,35.0
Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,11.85
Hyundai Creta 1.6 SX,Hyderabad,2018,9900,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.2
Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,4.6
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.86
Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,22.99
Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,7.29
Maruti Dzire LDI,Pune,2018,27000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,5.9
Renault KWID RXL,Pune,2018,1000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4
Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,Petrol,Automatic,First,18.69,1462.0,103.0,7.0,8.0
Toyota Corolla Altis 1.8 G CVT,Delhi,2010,109703,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,4.0
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,12.85
Mercedes-Benz GLA Class 200 Sport,Kochi,2018,17773,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,26.76
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2013,65000,Diesel,Manual,Second,20.14,1498.0,88.0,5.0,3.5
Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.75
Maruti Baleno Alpha,Mumbai,2017,6000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.5
Tata Hexa XTA,Jaipur,2016,39000,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,13.5
Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.11
Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968.0,187.74,5.0,16.52
Tata Bolt Revotron XT,Chennai,2016,10000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.0
Volkswagen Vento 1.6 Highline,Mumbai,2011,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.25
Maruti Vitara Brezza VDi,Pune,2016,37208,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.43
Honda Brio 1.2 VX MT,Delhi,2013,33746,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.2
Maruti Swift VDI,Delhi,2014,27365,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4.75
